GeneA,GeneB,Direction,Sign
YHR135C,YOR254C,1,0
YMR001C,YDR325W,1,0
YCL024W,YGR231C,1,0
YOL113W,YBL091CA,1,0
YJL106W,YNL027W,1,0
YJR059W,YDR134C,1,0
YMR139W,YKL159C,1,0
YJL164C,YGL168W,1,0
YBL016W,YDR439W,1,0
YJL164C,YJR049C,1,0
YPL209C,YBR155W,1,0
YPL150W,YIL070C,1,0
YHR135C,YOR056C,1,0
YLL019C,YDL150W,1,0
YMR001C,YMR036C,1,0
YJL164C,YKL171W,1,0
YHR082C,YIL078W,1,0
YGR040W,YOR003W,1,0
YLR248W,YMR184W,1,0
YDL108W,YDL166C,1,0
YJL106W,YPR032W,1,0
YLR113W,YMR172W,1,0
YLR362W,YCL032W,1,0
YNL161W,YDR293C,1,0
YJR059W,YLR270W,1,0
YBR059C,YNL227C,1,0
YPL031C,YOR117W,1,0
YJL164C,YJL167W,1,0
YHR082C,YPR032W,1,0
YBR160W,YKR091W,1,0
YNL307C,YFR014C,1,0
YHR079C,YNL272C,1,0
YGL158W,YHL003C,1,0
YJL187C,YDL115C,1,0
YNL307C,YGL256W,1,0
YBR160W,YGL235W,1,0
YMR291W,YJR059W,1,0
YDR477W,YGL253W,1,0
YHR079C,YOR107W,1,0
YGL059W,YLR258W,1,0
YPL031C,YJR072C,1,0
YHR135C,YOL091W,1,0
YJL164C,YER127W,1,0
YPL150W,YJR105W,1,0
YGL180W,YER127W,1,0
YOR233W,YDR002W,1,0
YGL180W,YHL013C,1,0
YGR092W,YJL076W,1,0
YGL059W,YKL008C,1,0
YDL214C,YJR103W,1,0
YKL116C,YBL024W,1,0
YGL180W,YPR158CC,1,0
YJR059W,YCR079W,1,0
YGR092W,YNL272C,1,0
YJL187C,YBL011W,1,0
YNL307C,YGL134W,1,0
YHR135C,YDR091C,1,0
YGL180W,YOR239W,1,0
YJL187C,YNL212W,1,0
YJL141C,YDR223W,1,0
YKL116C,YMR203W,1,0
YHR082C,YDL027C,1,0
YGL180W,YMR297W,1,0
YKL101W,YGL207W,1,0
YPL031C,YGL018C,1,0
YNL154C,YOR276W,1,0
YJL165C,YOR292C,1,0
YPL026C,YPR013C,1,0
YHR079C,YLR257W,1,0
YJR059W,YNL077W,1,0
YGR040W,YHR216W,1,0
YPL031C,YGL056C,1,0
YKL171W,YGL105W,1,0
YOR061W,YOR057W,1,0
YPL031C,YGR038CA,1,0
YJL164C,YKL193C,1,0
YHR135C,YMR173W,1,0
YHR082C,YDL013W,1,0
YIL035C,YOL026C,1,0
YJL164C,YFL033C,1,0
YHR135C,YBR090C,1,0
YFR014C,YER142C,1,0
YBR059C,YMR304W,1,0
YPL209C,YCR072C,1,0
YGL158W,YGR220C,1,0
YHR030C,YER111C,1,0
YBR160W,YBR060C,1,0
YGL180W,YML037C,1,0
YGL180W,YPR091C,1,0
YGR052W,YDL006W,1,0
YHR079C,YNR047W,1,0
YJL187C,YGR167W,1,0
YBR160W,YBR102C,1,0
YHR135C,YLR183C,1,0
YBR059C,YGL234W,1,0
YKL101W,YIL038C,1,0
YJR059W,YGR252W,1,0
YPL031C,YBR042C,1,0
YBR160W,YOR081C,1,0
YIL095W,YOR329C,1,0
YBR059C,YJL084C,1,0
YJL164C,YAL038W,1,0
YNL154C,YPR013C,1,0
YPL209C,YLL018C,1,0
YDR283C,YDR283C,1,0
YBL016W,YBR259W,1,0
YGR040W,YLL008W,1,0
YBR160W,YKR089C,1,0
YJR059W,YDL126C,1,0
YGL180W,YNL284CA,1,0
YHL007C,YAL042W,1,0
YNL307C,YDL149W,1,0
YHR082C,YDL004W,1,0
YHR135C,YER064C,1,0
YGL158W,YHL020C,1,0
YJL187C,YIL107C,1,0
YOR351C,YLR047C,1,0
YFR014C,YBL055C,1,0
YJR059W,YGR008C,1,0
YPR161C,YGL058W,1,0
YJR059W,YAL039C,1,0
YDR477W,YMR015C,1,0
YJR059W,YNR047W,1,0
YKL166C,YNL263C,1,0
YGL180W,YMR049C,1,0
YJL165C,YDR020C,1,0
YHR082C,YDR234W,1,0
YFR014C,YDR335W,1,0
YNL154C,YOR177C,1,0
YHR135C,YGL048C,1,0
YGL180W,YFR021W,1,0
YJR059W,YBR270C,1,0
YOR039W,YKL089W,1,0
YJL164C,YPL240C,1,0
YNL183C,YNL180C,1,0
YJL164C,YPR040W,1,0
YPL153C,YDR226W,1,0
YJR059W,YAR018C,1,0
YHR082C,YNL001W,1,0
YCR008W,YDR044W,1,0
YPL031C,YJR148W,1,0
YPL031C,YPL201C,1,0
YKL101W,YFL023W,1,0
YPL031C,YIL074C,1,0
YGL180W,YER112W,1,0
YJL106W,YGL207W,1,0
YJR059W,YLR195C,1,0
YJL164C,YPL181W,1,0
YBL016W,YOR276W,1,0
YJL106W,YBR118W,1,0
YPL031C,YER033C,1,0
YHR135C,YBR086C,1,0
YDR477W,YER027C,1,0
YGR092W,YML035C,1,0
YCR008W,YPR013C,1,0
YDL235C,YLR006C,1,0
YPL031C,YOR162C,1,0
YJL106W,YNL074C,1,0
YJL095W,YMR111C,1,0
YJR059W,YKL013C,1,0
YOR351C,YJR125C,1,0
YNL307C,YAR019C,1,0
YJL164C,YDR207C,1,0
YIL035C,YDR005C,1,0
YMR216C,YBR155W,1,0
YHR082C,YBR159W,1,0
YGL179C,YER131W,1,0
YPL141C,YKR072C,1,0
YDL101C,YDR531W,1,0
YGL180W,YGL248W,1,0
YNL154C,YDR152W,1,0
YBR160W,YKL043W,1,0
YHR082C,YNL217W,1,0
YBR160W,YOR195W,1,0
YMR216C,YPR042C,1,0
YFR014C,YHR116W,1,0
YJL164C,YDR425W,1,0
YDR477W,YML062C,1,0
YKL171W,YIL096C,1,0
YBR160W,YBR156C,1,0
YPL141C,YKL160W,1,0
YKL101W,YDR398W,1,0
YJL095W,YGL105W,1,0
YGL180W,YOL070C,1,0
YPL031C,YBL086C,1,0
YNL298W,YJL187C,1,0
YPL153C,YML035C,1,0
YJL164C,YKL206C,1,0
YHR082C,YOR207C,1,0
YJL187C,YNL186W,1,0
YBR059C,YFR021W,1,0
YKL101W,YBR155W,1,0
YOR351C,YIL072W,1,0
YPL153C,YOR181W,1,0
YJR059W,YGL141W,1,0
YBR059C,YGR135W,1,0
YKL166C,YPL138C,1,0
YPL150W,YNL211C,1,0
YHR079C,YOL082W,1,0
YKL101W,YIL057C,1,0
YIL095W,YDL220C,1,0
YJL164C,YKL042W,1,0
YKL166C,YKL093W,1,0
YNL154C,YNL136W,1,0
YNL298W,YGR275W,1,0
YLR096W,YKR100C,1,0
YFR014C,YPR152C,1,0
YNL154C,YHR114W,1,0
YGL179C,YPL236C,1,0
YJL164C,YOR216C,1,0
YFR014C,YDL006W,1,0
YJL164C,YDR120C,1,0
YNL307C,YDL156W,1,0
YMR216C,YLR410WA,1,0
YGL059W,YDR042C,1,0
YPL209C,YLR003C,1,0
YGL059W,YDR293C,1,0
YBR160W,YOR075W,1,0
YDR247W,YHR063C,1,0
YDR477W,YKL121W,1,0
YKL101W,YMR115W,1,0
YKL166C,YMR120C,1,0
YBR160W,YDR451C,1,0
YHR082C,YLR293C,1,0
YIL095W,YKL062W,1,0
YPL031C,YPR103W,1,0
YJL095W,YGL256W,1,0
YPL031C,YGL119W,1,0
YHR135C,YMR275C,1,0
YBL016W,YNL293W,1,0
YPL031C,YFR024CA,1,0
YPL153C,YDR034CC,1,0
YGL113W,YPL153C,0,0
YLR113W,YLR138W,1,0
YPL031C,YDR513W,1,0
YHR135C,YML080W,1,0
YDR477W,YLR265C,1,0
YKL166C,YPR185W,1,0
YBR160W,YMR036C,1,0
YHR135C,YKL079W,1,0
YHR082C,YMR053C,1,0
YPL042C,YLR399C,1,0
YAR019C,YIL106W,1,0
YPL209C,YHL013C,1,0
YBR160W,YLR045C,1,0
YMR216C,YDL013W,1,0
YPL141C,YGR167W,1,0
YMR216C,YLL018C,1,0
YNL154C,YHR207C,1,0
YPL042C,YCR042C,1,0
YJL095W,YIL070C,1,0
YPL153C,YBL007C,1,0
YHR135C,YBL014C,1,0
YDR477W,YNL272C,1,0
YKL171W,YNL022C,1,0
YNL025C,YPL248C,1,0
YDR477W,YMR037C,1,0
YHL007C,YLR293C,1,0
YPL031C,YIR037W,1,0
YPL031C,YIR001C,1,0
YJL164C,YDR292C,1,0
YHR082C,YPR137CA,1,0
YPL031C,YLR438W,1,0
YNL154C,YBR247C,1,0
YPR120C,YFR027W,1,0
YKL171W,YGR276C,1,0
YGR040W,YIL038C,1,0
YGL158W,YMR115W,1,0
YOL113W,YLR182W,1,0
YGL180W,YFL050C,1,0
YGL180W,YML045WA,1,0
YFR014C,YLR437C,1,0
YJL164C,YNL167C,1,0
YCR073C,YPL217C,1,0
YBL016W,YBL057C,1,0
YGL180W,YLR451W,1,0
YOL113W,YGR276C,1,0
YLR248W,YHR131C,1,0
YPL150W,YLL008W,1,0
YGR040W,YDR312W,1,0
YBR160W,YJL111W,1,0
YKL101W,YDR134C,1,0
YNL154C,YMR233W,1,0
YGL180W,YOL130W,1,0
YNL307C,YDL150W,1,0
YGL179C,YNL277W,1,0
YOL113W,YNL186W,1,0
YOL113W,YNL022C,1,0
YHR082C,YFR009W,1,0
YJR059W,YLR257W,1,0
YPL031C,YHR028C,1,0
YGL179C,YMR205C,1,0
YGL059W,YGL180W,1,0
YGL179C,YOL130W,1,0
YGR092W,YDR134C,1,0
YBL016W,YKL081W,1,0
YJL164C,YOR056C,1,0
YIL095W,YJR137C,1,0
YGL180W,YDR034CC,1,0
YPL031C,YDR257C,1,0
YIL095W,YCR030C,1,0
YPL031C,YPL117C,1,0
YKL101W,YPR072W,1,0
YPL031C,YNL207W,1,0
YKL101W,YOL139C,1,0
YNL154C,YIL091C,1,0
YGR040W,YPR072W,1,0
YGL158W,YOR335C,1,0
YPL031C,YNR064C,1,0
YIL095W,YHR098C,1,0
YHR135C,YPL133C,1,0
YCL024W,YDR023W,1,0
YGR092W,YDL070W,1,0
YNL307C,YGL245W,1,0
YAR019C,YBR151W,1,0
YGL059W,YLR003C,1,0
YGL059W,YDR425W,1,0
YGL059W,YPL203W,1,0
YFL029C,YJL106W,1,0
YGL158W,YJR141W,1,0
YGL158W,YJR089W,1,0
YNL307C,YML037C,1,0
YHR135C,YNL207W,1,0
YFR014C,YOR113W,1,0
YGL180W,YHR073W,1,0
YJR059W,YHR153C,1,0
YKL048C,YJR130C,1,0
YPL031C,YHR071W,1,0
YOL113W,YMR215W,1,0
YJL106W,YLR221C,1,0
YOR231W,YOR207C,1,0
YIL035C,YLR345W,1,0
YGL019W,YOL026C,1,0
YGL179C,YNL094W,1,0
YJL187C,YER027C,1,0
YHR082C,YGL105W,1,0
YIL095W,YBR129C,1,0
YPL153C,YNL031C,1,0
YPL031C,YOR054C,1,0
YBR160W,YAR003W,1,0
YOR267C,YAR019C,1,0
YHR135C,YFR010W,1,0
YJL164C,YNL182C,1,0
YPL031C,YDR346C,1,0
YDL101C,YML083C,1,0
YJR059W,YJL146W,1,0
YJL164C,YIL156W,1,0
YGL059W,YML063W,1,0
YHR135C,YJR092W,1,0
YKL166C,YHR028C,1,0
YGL180W,YMR229C,1,0
YHR082C,YBR108W,1,0
YPL031C,YMR262W,1,0
YBL016W,YHR117W,1,0
YOR061W,YKL112W,1,0
YNL154C,YNL133C,1,0
YMR001C,YLR045C,1,0
YMR216C,YKL023W,1,0
YJL164C,YDL051W,1,0
YBR160W,YJL187C,0,0
YJR059W,YKL181W,1,0
YHR135C,YDR540C,1,0
YFR014C,YNL272C,1,0
YPL031C,YJR070C,1,0
YHR079C,YER122C,1,0
YHR082C,YER122C,1,0
YAL017W,YJL110C,1,0
YHL007C,YLR362W,1,0
YJL164C,YER078C,1,0
YBL016W,YOL127W,1,0
YGL059W,YLR319C,1,0
YJR059W,YDL236W,1,0
YMR001C,YPR058W,1,0
YJL095W,YBR233W,1,0
YHR082C,YBR170C,1,0
YPL209C,YJL080C,1,0
YHR135C,YJL166W,1,0
YPL031C,YDL201W,1,0
YBL105C,YHL020C,1,0
YPL031C,YGR233C,1,0
YHR135C,YKL160W,1,0
YHR082C,YOR162C,1,0
YPL031C,YFR034C,1,0
YIL095W,YDL161W,1,0
YPL141C,YER122C,1,0
YGL179C,YOR251C,1,0
YHL007C,YHR131C,1,0
YGL059W,YHR185C,1,0
YJL164C,YOR134W,1,0
YKL101W,YLL024C,1,0
YGL180W,YJL148W,1,0
YKL101W,YJR096W,1,0
YJL165C,YDR007W,1,0
YJL165C,YHR056C,1,0
YJL106W,YPR058W,1,0
YOL016C,YPR013C,1,0
YHR135C,YCR073WA,1,0
YGL179C,YIL107C,1,0
YOR061W,YML074C,1,0
YGR262C,YER174C,1,0
YGL059W,YJL084C,1,0
YOR351C,YLR258W,1,0
YHR079C,YDR023W,1,0
YJL165C,YPR058W,1,0
YKL116C,YDR023W,1,0
YJL164C,YGR038W,1,0
YPL026C,YKL178C,1,0
YDL101C,YDR264C,1,0
YGL180W,YGR249W,1,0
YJL187C,YCL029C,1,0
YPL042C,YLR467W,1,0
YNL307C,YNL065W,1,0
YBR160W,YDR227W,1,0
YJL187C,YBR231C,1,0
YBL016W,YMR153W,1,0
YHR079C,YNL155W,1,0
YGL158W,YGR078C,1,0
YJL164C,YPL123C,1,0
YJL141C,YJL164C,1,0
YPL031C,YJR001W,1,0
YNL307C,YDL128W,1,0
YJR059W,YKR090W,1,0
YHR082C,YBR118W,1,0
YNL154C,YJL051W,1,0
YHR135C,YER092W,1,0
YGR092W,YDL002C,1,0
YGL158W,YBL024W,1,0
YKL166C,YHR185C,1,0
YHL007C,YBR071W,1,0
YPL031C,YGR111W,1,0
YDR477W,YNR016C,1,0
YPL153C,YBR010W,1,0
YJR059W,YPL077C,1,0
YKL101W,YER122C,1,0
YPL031C,YOR275C,1,0
YPR119W,YMR032W,1,0
YMR216C,YJL084C,1,0
YNL154C,YNL125C,1,0
YNL154C,YNL097C,1,0
YLR005W,YDL140C,1,0
YJR059W,YJR112W,1,0
YNL154C,YPL181W,1,0
YOR351C,YML058W,1,0
YJL095W,YBL011W,1,0
YCR091W,YPR119W,1,0
YBL016W,YBL011W,1,0
YGL158W,YMR241W,1,0
YMR001C,YDR386W,1,0
YGL180W,YKL121W,1,0
YJR059W,YGR210C,1,0
YDR283C,YJR007W,1,0
YIL095W,YML088W,1,0
YJR059W,YLR133W,1,0
YPL141C,YNL125C,1,0
YBR160W,YOL058W,1,0
YDR477W,YJL110C,1,0
YOR351C,YJR072C,1,0
YPL141C,YDR023W,1,0
YHR135C,YLR125W,1,0
YPL141C,YCL043C,1,0
YDR466W,YLR228C,1,0
YPL204W,YMR036C,1,0
YGL180W,YGR021W,1,0
YGL158W,YOR210W,1,0
YGL158W,YLR303W,1,0
YKL101W,YNL136W,1,0
YLR137W,YPL220W,1,0
YNL154C,YEL039C,1,0
YER129W,YDR477W,1,0
YGL180W,YPL181W,1,0
YHL007C,YER122C,1,0
YJL164C,YAL039C,1,0
YDL214C,YML083C,1,0
YAL017W,YML037C,1,0
YJL164C,YMR184W,1,0
YJL164C,YGR223C,1,0
YGL179C,YLR257W,1,0
YGL179C,YJL146W,1,0
YNL307C,YBR108W,1,0
YBR160W,YMR155W,1,0
YHL007C,YML083C,1,0
YLR113W,YNL167C,1,0
YNL154C,YPR158WA,1,0
YBR160W,YDL113C,1,0
YGL179C,YFR021W,1,0
YNL154C,YGL245W,1,0
YHR135C,YLR257W,1,0
YNL307C,YPL077C,1,0
YIL095W,YDL001W,1,0
YFR014C,YLR030W,1,0
YBR136W,YDR225W,1,0
YHR079C,YPR032W,1,0
YFR014C,YCL029C,1,0
YJL164C,YOR028C,1,0
YBR160W,YLR319C,1,0
YDL214C,YJL110C,1,0
YBL016W,YDR225W,1,0
YHR030C,YNL053W,1,0
YJL106W,YDR411C,1,0
YJL106W,YDR134C,1,0
YPL031C,YDR120C,1,0
YGL019W,YLR079W,1,0
YJL106W,YGL245W,1,0
YJL164C,YLR345W,1,0
YHR135C,YER139C,1,0
YJL164C,YGR235C,1,0
YGL180W,YHR081W,1,0
YHR082C,YMR260C,1,0
YHR082C,YDR337W,1,0
YNL307C,YLL034C,1,0
YLL019C,YGL180W,1,0
YPL031C,YMR294W,1,0
YHL007C,YBR102C,1,0
YJL164C,YJL218W,1,0
YJL095W,YDR087C,1,0
YPL031C,YOR184W,1,0
YBL016W,YBL023C,1,0
YNL307C,YGR126W,1,0
YPL031C,YOR301W,1,0
YDR477W,YPL133C,0,0
YHR082C,YBR200W,1,0
YCR091W,YNL155W,1,0
YHR135C,YIL077C,1,0
YPL031C,YGL161C,1,0
YKL166C,YOR002W,1,0
YBR160W,YJL076W,1,0
YBR160W,YGL003C,1,0
YLR248W,YPR091C,1,0
YCR073C,YHL020C,1,0
YGL180W,YJL084C,1,0
YAR019C,YGL245W,1,0
YLR096W,YIL171W,1,0
YJL095W,YAR019C,1,0
YOR351C,YKL185W,1,0
YCR091W,YDL192W,1,0
YJL187C,YOR123C,1,0
YPL031C,YDR323C,1,0
YHR082C,YBL030C,1,0
YGR040W,YIL070C,1,0
YHR135C,YGR281W,1,0
YCR073C,YDR023W,1,0
YHR135C,YGR021W,1,0
YGL059W,YGR249W,1,0
YOR039W,YGR113W,1,0
YBR059C,YBL047C,1,0
YJL164C,YMR165C,1,0
YPL031C,YGR144W,1,0
YDR507C,YLR345W,1,0
YMR139W,YOL053W,1,0
YHR135C,YKL048C,1,0
YNL154C,YNL022C,1,0
YJR059W,YBR028C,1,0
YHR135C,YAL043C,1,0
YNL183C,YNL183C,1,0
YHR135C,YFR024CA,1,0
YKL116C,YDR480W,1,0
YGL180W,YDR099W,1,0
YHR135C,YDL220C,1,0
YDL214C,YKL012W,1,0
YPL031C,YNR013C,1,0
YJR059W,YER125W,1,0
YPL031C,YPL100W,1,0
YPL026C,YKL146W,1,0
YHR135C,YLL022C,1,0
YNL307C,YML035C,1,0
YCR091W,YGL245W,1,0
YJL164C,YFR010W,1,0
YNL307C,YLR131C,1,0
YIL095W,YNL287W,1,0
YJR059W,YGL067W,1,0
YCR091W,YHR056C,1,0
YJR059W,YIL070C,1,0
YNL307C,YBL024W,1,0
YPL031C,YIL109C,1,0
YKL166C,YPL166W,1,0
YPL150W,YJR142W,1,0
YPL153C,YNL298W,1,0
YBR059C,YMR222C,1,0
YBL088C,YNL312W,1,0
YNL025C,YDL140C,1,0
YNL154C,YBR285W,1,0
YJL164C,YBR042C,1,0
YJL187C,YPL023C,1,0
YKL171W,YBL010C,1,0
YGL059W,YIL107C,1,0
YPL031C,YDR189W,1,0
YNL154C,YBL010C,1,0
YJL095W,YNL136W,1,0
YOR351C,YAL028W,1,0
YFR014C,YKR074W,1,0
YGL179C,YJR092W,1,0
YJL095W,YER122C,1,0
YNL154C,YDR480W,1,0
YOR351C,YPL203W,1,0
YGL179C,YPL117C,1,0
YPL026C,YPL088W,1,0
YIL035C,YGR270W,1,0
YBL016W,YGR027WA,1,0
YDR477W,YKL023W,1,0
YBR160W,YNL278W,1,0
YHL007C,YDL153C,1,0
YBR160W,YDR097C,1,0
YLR096W,YBL024W,1,0
YFR014C,YER128W,1,0
YOR026W,YGR188C,1,0
YPL031C,YLR134W,1,0
YJL164C,YCR073WA,1,0
YOL113W,YML096W,1,0
YMR216C,YKL064W,1,0
YBR160W,YBR135W,1,0
YBR160W,YPR171W,1,0
YJL187C,YMR049C,1,0
YNL307C,YLR249W,1,0
YGL158W,YIL051C,1,0
YKL166C,YPL146C,1,0
YHR082C,YNL065W,1,0
YGL158W,YDL230W,1,0
YGR092W,YOL104C,1,0
YBR160W,YHR164C,1,0
YBR160W,YAL028W,1,0
YBR059C,YGL207W,1,0
YHR135C,YGR231C,1,0
YBR059C,YOR054C,1,0
YHR082C,YBL024W,1,0
YCR008W,YGL134W,1,0
YHR135C,YDR099W,1,0
YIL035C,YGR082W,1,0
YGL180W,YBR155W,1,0
YJL164C,YCR016W,1,0
YHR079C,YIL135C,1,0
YHR135C,YNL227C,1,0
YOL016C,YML037C,1,0
YJL164C,YML118W,1,0
YLR248W,YJR063W,1,0
YGL179C,YKL197C,1,0
YKL101W,YDL013W,1,0
YPL031C,YDR379W,1,0
YPL153C,YAL028W,1,0
YBR136W,YDL220C,1,0
YJR059W,YGR038W,1,0
YOR061W,YFR034C,1,0
YHR082C,YLR221C,1,0
YKL116C,YML037C,1,0
YMR216C,YJL033W,1,0
YHR135C,YGR038CA,1,0
YBR160W,YBL007C,1,0
YJL164C,YJR001W,1,0
YOL001W,YNL027W,1,0
YJR059W,YOR070C,1,0
YBR160W,YDR356W,1,0
YDR466W,YPL246C,1,0
YGL179C,YKL121W,1,0
YHR135C,YOR078W,1,0
YHR135C,YCL029C,1,0
YPL203W,YGR249W,1,0
YKL048C,YKL048C,1,0
YJL164C,YMR210W,1,0
YJL164C,YHL033C,1,0
YIL035C,YDR382W,1,0
YPL153C,YDL153C,1,0
YNL154C,YBL061C,1,0
YHR079C,YBR285W,1,0
YDR477W,YDR312W,1,0
YBR160W,YOR001W,1,0
YBR160W,YNL042W,1,0
YHR135C,YOR344C,1,0
YGR040W,YDL070W,1,0
YBR160W,YOL125W,1,0
YOL100W,YGR086C,1,0
YNL154C,YOR295W,1,0
YNL154C,YML045WA,1,0
YPL031C,YDL070W,1,0
YHR082C,YBL010C,1,0
YBR160W,YJR021C,1,0
YHR135C,YGL105W,1,0
YDR490C,YJL164C,0,0
YJL187C,YOR239W,1,0
YJL164C,YER177W,1,0
YPL141C,YBR108W,1,0
YCR008W,YPL257WA,1,0
YNL298W,YAL028W,1,0
YKL166C,YDR379W,1,0
YDL214C,YKL168C,1,0
YJL095W,YDR134C,1,0
YGR040W,YPL049C,1,0
YJL095W,YPR152C,1,0
YHR079C,YJL051W,1,0
YPL031C,YNL182C,1,0
YNL154C,YML110C,1,0
YJL164C,YCL014W,1,0
YJL164C,YFL017WA,1,0
YGR040W,YKR048C,1,0
YNL307C,YBL011W,1,0
YFR014C,YLR059C,1,0
YHR082C,YER064C,1,0
YHR082C,YOL104C,1,0
YGR040W,YIL130W,1,0
YKL101W,YKR048C,1,0
YKL101W,YMR184W,1,0
YBR135W,YLR079W,1,0
YPL031C,YOR141C,1,0
YIL095W,YAL028W,1,0
YHR082C,YNL136W,1,0
YHR135C,YHR090C,1,0
YOR351C,YGL134W,1,0
YNL154C,YDR458C,1,0
YJR059W,YGR253C,1,0
YGL180W,YKR094C,1,0
YCR091W,YDL153C,1,0
YNL154C,YNL080C,1,0
YGL179C,YLR030W,1,0
YPL209C,YIR010W,1,0
YHL007C,YDL149W,1,0
YHL007C,YEL058W,1,0
YBR160W,YPL256C,1,0
YKL166C,YHR157W,1,0
YJL095W,YBR108W,1,0
YGL059W,YKL064W,1,0
YJL164C,YGR135W,1,0
YHR082C,YPR158WA,1,0
YHL007C,YOR177C,1,0
YHL007C,YOR028C,1,0
YJL164C,YMR196W,1,0
YLR096W,YGL035C,1,0
YPL209C,YKR037C,1,0
YBR160W,YDR034CC,1,0
YNL154C,YDR007W,1,0
YGL158W,YIL021W,1,0
YPL026C,YDL019C,1,0
YJL164C,YPR029C,1,0
YJL187C,YLL043W,1,0
YGL180W,YMR288W,1,0
YDL214C,YPL166W,1,0
YJR059W,YBR059C,1,0
YFR014C,YLR265C,1,0
YNL154C,YGL122C,1,0
YOR351C,YNL074C,1,0
YBR160W,YIL122W,1,0
YHL007C,YER090W,1,0
YDR477W,YDR293C,1,0
YPL031C,YJR092W,1,0
YPL031C,YEL015W,1,0
YPL204W,YNL212W,1,0
YHR135C,YML062C,1,0
YNL154C,YKL079W,1,0
YJL164C,YHR207C,1,0
YCR091W,YML096W,1,0
YFR014C,YBL011W,1,0
YPL031C,YAL039C,1,0
YFR014C,YLL024C,1,0
YBL016W,YDR152W,1,0
YJL187C,YKL042W,1,0
YPL031C,YOL082W,1,0
YKL166C,YNL245C,1,0
YBR059C,YDR239C,1,0
YPL209C,YDR120C,1,0
YJR059W,YCR023C,1,0
YHR135C,YMR039C,1,0
YPL031C,YNL104C,1,0
YNL307C,YBL037W,1,0
YPL150W,YBL024W,1,0
YLR096W,YER122C,1,0
YBR160W,YPL150W,1,0
YJL187C,YKR079C,1,0
YHL007C,YPR032W,1,0
YJL164C,YDR259C,1,0
YHR082C,YDL070W,1,0
YNL307C,YDL006W,1,0
YJR059W,YJR056C,1,0
YJR059W,YNL125C,1,0
YPL031C,YDL186W,1,0
YPL209C,YPL133C,1,0
YGL179C,YIL091C,1,0
YNL154C,YDL056W,1,0
YGL180W,YHR117W,1,0
YOR233W,YBR086C,1,0
YMR216C,YER072W,1,0
YGL059W,YIL135C,1,0
YPL031C,YBL039C,1,0
YPL031C,YLR030W,1,0
YNL307C,YAL034WA,1,0
YPL031C,YHR074W,1,0
YBR160W,YOR315W,1,0
YPL031C,YMR304W,1,0
YBL016W,YNL136W,1,0
YJL164C,YJL070C,1,0
YNL154C,YML026C,1,0
YPL203W,YKL121W,1,0
YBR160W,YBL013W,1,0
YPL031C,YNL277W,1,0
YDR477W,YHR133C,1,0
YNL298W,YDL153C,1,0
YOR233W,YDR023W,1,0
YPL042C,YDL140C,1,0
YJR059W,YJL084C,1,0
YPL031C,YER122C,1,0
YMR139W,YIL107C,1,0
YHR135C,YJR093C,1,0
YMR139W,YJR094C,1,0
YLR096W,YJR032W,1,0
YDL214C,YDL039C,1,0
YHR135C,YDR153C,1,0
YHR135C,YGR276C,1,0
YHR082C,YMR214W,1,0
YDL108W,YAL034WA,1,0
YJL164C,YKL121W,1,0
YJR059W,YER010C,1,0
YNL154C,YML037C,1,0
YPL209C,YML074C,1,0
YHR135C,YLR375W,1,0
YBL016W,YOL023W,1,0
YNL307C,YJL108C,1,0
YDL108W,YBR024W,1,0
YLL019C,YGL073W,1,0
YJL106W,YHR124W,1,0
YPL204W,YKR090W,1,0
YBR160W,YER111C,1,0
YHR079C,YNL284CA,1,0
YJR059W,YHR117W,1,0
YDR477W,YBR010W,1,0
YBL016W,YGL082W,1,0
YIL035C,YOL016C,1,0
YPL031C,YGL005C,1,0
YDR507C,YMR086W,1,0
YHR135C,YKR041W,1,0
YLR113W,YER151C,1,0
YHR135C,YOR070C,1,0
YHL007C,YOL112W,1,0
YJL106W,YML037C,1,0
YPL031C,YLR410W,1,0
YMR216C,YHL009C,1,0
YHR079C,YNL074C,1,0
YLR248W,YIL135C,1,0
YHR082C,YNL240C,1,0
YDR477W,YFL054C,1,0
YPL153C,YML058W,1,0
YPL204W,YKL178C,1,0
YJL187C,YDR330W,1,0
YHR082C,YDL051W,1,0
YJL106W,YOR335C,1,0
YNL298W,YAR019C,1,0
YPL031C,YHR168W,1,0
YNL154C,YIL107C,1,0
YOL016C,YDR264C,1,0
YNL154C,YBR237W,1,0
YBR160W,YIL050W,1,0
YGR040W,YGR016W,1,0
YBR160W,YML091C,1,0
YCR077C,YIL033C,1,0
YJR059W,YIL144W,1,0
YPL153C,YDR052C,1,0
YNL307C,YLR030W,1,0
YHR135C,YMR297W,1,0
YHR135C,YMR268C,1,0
YPR161C,YML010W,1,0
YJR059W,YKL127W,1,0
YOR061W,YKL089W,1,0
YDR490C,YKL126W,1,0
YHR135C,YLR256W,1,0
YOL016C,YGL073W,1,0
YOR267C,YER098W,1,0
YDL101C,YBL011W,1,0
YMR139W,YJL084C,1,0
YHR082C,YDL210W,1,0
YPL026C,YKL080W,1,0
YJL164C,YOR123C,1,0
YGR092W,YBR118W,1,0
YGR092W,YOR362C,1,0
YNL307C,YGR038CA,1,0
YHR079C,YHL047C,1,0
YOL113W,YGL245W,1,0
YJL164C,YOR276W,1,0
YGL179C,YHR205W,1,0
YGL179C,YHR214CC,1,0
YPL031C,YJL167W,1,0
YJR059W,YLL008W,1,0
