YNL307C	YER122C
YNL307C	YFR014C
YNL307C	YIL033C
YNL307C	YKL101W
YNL307C	YLR258W
YNL307C	YMR205C
YOL045W	YCL037C
YOL100W	YGR086C
YOL100W	YPL004C
YOR156C	YLR314C
YOR233W	YBR109C
YOR233W	YJR053W
YOR233W	YMR068W
YOR267C	YPR032W
YPL031C	YBR133C
YPL031C	YBR188C
YPL031C	YDR167W
YPL031C	YDR388W
YPL031C	YER089C
YPL031C	YER131W
YPL031C	YHR012W
YPL031C	YHR042W
YPL031C	YIL084C
YPL031C	YLR102C
YPL031C	YMR192W
YPL031C	YNL136W
YPL031C	YNL225C
YPL031C	YNL289W
YPL031C	YNR010W
YPL031C	YOL123W
YPL031C	YOR110W
YPL031C	YPL118W
YPL031C	YPL249C
YPL141C	YBL007C
YPL141C	YGR258C
YPL141C	YJL115W
YPL141C	YKR072C
YPL141C	YMR291W
YPL141C	YNL246W
YPL141C	YOL139C
YPL141C	YOR123C
YPL150W	YNR006W
YPL150W	YPR072W
YPL153C	YDL225W
YPL153C	YER169W
YPL153C	YHR030C
YPL153C	YNL298W
YPL204W	YER177W
YPL204W	YGR167W
YPL204W	YLR182W
YPL204W	YMR153W
YPL204W	YNL178W
YPL204W	YPR181C
YPL209C	YBR118W
YPL209C	YBR156C
YPL209C	YGR113W
YPL209C	YGR140W
YPL209C	YHR090C
YPL209C	YIL144W
YPL209C	YIR010W
YPL209C	YKL052C
YPL209C	YLR192C
YPR161C	YDL140C
YPR161C	YML010W
