Protein	NodeType	ReferencePathway	SigPeptide1	SigPeptide2	SigPeptide3	SigPeptide4	SigPeptide5	SigPeptide6	SigPeptide7	SigPeptide8	SigPeptide9	SigPeptide10	SigPeptide11	InsigPeptide1	InsigPeptide2	InsigPeptide3	InsigPeptide4	InsigPeptide5	InsigPeptide6	InsigPeptide7	InsigPeptide8	InsigPeptide9	InsigPeptide10	InsigPeptide11	InsigPeptide12	InsigPeptide13	InsigPeptide14	InsigPeptide15	InsigPeptide16	InsigPeptide17	InsigPeptide18	InsigPeptide19	InsigPeptide20	ActivitySummaryT05	ActivitySummaryT10	ActivitySummaryT15	ActivitySummaryT20	ActivitySummaryT25	ActivitySummaryT30	ActivitySummaryT35	ActivitySummaryT40	ActivitySummaryT45	ActivitySummaryT50	ActivitySummaryT55	ActivitySummaryT60	FirstActive	HeatMapBg1	HeatMapBg2	HeatMapBg3	HeatMapBg4	HeatMapBg5	HeatMapBg6	HeatMapBg7	HeatMapBg8	HeatMapBg9	HeatMapBg10	HeatMapBg11
YLR045C	SigPrize	false	0, 0.00834345852933, 0.0581086494012, -0.0418180540858, -0.0274102680392, 0.151858816727, 0.071076162011, 0.155490197748, 0.518937929532, 0.329869872318, 0.304043696474, 0.328032190304, 0.308477376595, 0.302757715638	0, -0.0203550801539, 0.00331438850668, -0.0588185506436, -0.13172413734, -0.161330549007, -0.203153097339, -0.279126190169, -0.318991594287, -0.408569510119, -0.506209223365, -0.311989775297, -0.464723379007, -0.4686310169	0, -0.337685105818, -0.142974484817, -0.405164850765, -0.112786697049, 0.0683268614345, -0.316815596817, -0.12109421033, 0.116497840502, 0.116497840502, 0.0103501881696, -0.996167526125, -0.996167526125, -0.107787743336									0, 0.0326651122818, 0.0712134896053, 0.0571383043935, 0.0701145026613, 0.0894981508391, 0.0884130097267, 0.0945063386815, 0.0897693086335, 0.101784524167, 0.0716253939738, 0.145873061601, 0.20464156561, 0.185866545311	0, 0.0455827600196, 0.192194165283, 0.0735460609152, -0.0913561529827, -0.0913561529827, 0.00317044288013, -0.0933710368143, -0.0746385455485, -0.216819967285, -0.314337880184, -0.0866605652462, -0.142034924354, -0.204050233785																			0	-1	0	0	0	0	1	0	-1	-1	0	0	T10	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR047C	Excluded	false	0, 0.0360461001569, -0.0614507262339, -0.291044708517, -0.243625685353, -0.27658997496, -0.315558252237, -0.320486120713, -0.488450997999, -0.329957354226, -0.442300738075, -0.640703741108, -0.301265889357, -0.271513466757																																											Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR055C	Excluded	false												0, -0.0822398325587, -0.130870854961, 0.00115369461637, 0.0157829972409, 0.0569996303856, -0.231735204203, -0.0102796709594, -0.229247054175, -0.313333642452, -0.129939141523, -0.0349139178293, -0.0302950703472, -0.215362013885	0, -0.00553613047687, -0.02666057551, 0.00834345852933, 0.0170667241898, -0.00644881144556, -0.0287489231988, 0.0150693217176, -0.105162839242, -0.00753608976813, 0.0360461001569, -0.0497107673826, -0.0215407547014, -0.0244872002422																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR058C	Excluded	false												0, 0.0167815502334, 0.0150693217176, 0.0882773096805, -0.0313120128776, -0.0912178291001, 0.0497701518164, -0.0166871289329, -0.0460717765663, -0.0427985697522, 0.113700499165, -0.217423689588, 0.131984508757, 0.131984508757																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR069C	Excluded	false												0, -0.230905343969, -0.0315184365496, -0.00167449764394, -0.300181884385, -0.0149368162634, 0.0679140140885, -0.0835233555623, 0.0109230271848, 0.0862402758207, -0.0146307297517, 0.0201999229435, 0.0167815502334, 0.0839281550624																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR071C	Excluded	false												0, 0.0368901105403, 0.0492125346326, -0.0899888660145, 0.135272179476, 0.0192037339731, 0.233397264102, -0.280720163981, 0.0772429989325, 0.214746522682, -0.106870813983, 0.144829520839, -0.0710726057721, 0.0720371807729																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR072W	Excluded	false												0, 0.0550567933689, -0.0285134652429, -0.132846814204, -0.0566412373222, 0.100170319757, -0.0482928558271, -0.0183372836232, 0.00619028907207, 0.00331438850668, -0.0157096092108, -0.0436905262806, -0.0246486223085, 0.0127831846983	0, -0.0511599690119, -0.00556509560378, -0.0448657773908, -0.12376400728, -0.0603822359785, -0.226290555056, -0.171644636371, -0.269860047643, -0.231633563013, -0.215563023331, -0.35090883455, -0.401596679063, -0.362065224465	0, -0.0611195601251, -0.0880247000259, -0.027630840003, 0.00690836934218, -0.0450890345251, -0.0743802879971, -0.155694699836, -0.0518028645944, -0.0518028645944, -0.210012067283, -0.0688918665137, -0.154216923545, -0.158654801317																														Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR075W	Excluded	false												0, -0.0903267265141, -0.0188633933087, -0.054691953075, 0.0526941113038, -0.0263813778663, -0.018264228005, -0.00180449684675, 0.0352015957186, 0.0364681670693, 0.0243196791954, -0.0214675366889, 0.02062665059, 0.0557509641185	0, -0.0233870763708, 0.105678077895, 0.0855606248726, -0.0797371930051, 0.0514417113826, 0.0579700686373, -0.123842605561, -0.00473981729086, -0.176462576564, 0.0267292504875, 0.291132012009, -0.109763452179, -0.184998484439																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR079W	Excluded	false												0, 0.0673633671196, 0.061568849268, 0.0850166734887, 0.0867837661421, 0.0454429707612, 0.00633393372205, 0.00475305539982, 0.0402612230644, 0.105946211905, 0.0144981269994, 0.0216218578515, 0.113700499165, 0.107152198635																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR082C	Excluded	false												0, 0.0301241614551, 0.0618453070711, 0.116897018288, -0.248673399224, -0.0302508717113, -0.0302508717113, 0.0204844220651, 0.232169542948, 0.0439043942956, -0.0164828163338, 0.325271270796, 0.101784524167, -0.0468614331216	0, 0.265676925172, -0.119463355229, 0.0572769650732, 0.260266586998, 0.329295848103, 0.0873270517975, 0.123136426856, 0.123136426856, 0.183962834843, 0.212382570122, -0.204349403284, 0.271306143797, 0.271306143797																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR086W	Excluded	false												0, -0.0432593451024, 0.0169241442578, -0.0588936890536, -0.00926292132897, 0.000432743603971, 0.0257375614136, -0.027939697418, 0.0394191831334, 0.00575926928868, -0.0304571435981, 0.01977306904, -0.00515963673727, -0.0281456391014	0, 0.257372755607, 0.0280032784728, 0.146003451139, 0.189539944389, 0.103396924492, -0.0363335295091, 0.013497991749, -0.0132031840576, -0.0132031840576, 0.0777898886437, 0.0123541304079, -0.0401408380715, -0.138568625761	0, 0.0824300999459, 0.139600464586, -0.0224782735961, -0.0224782735961, -0.0224782735961, 0.286881147788, 0.0489336451979, 0.202260983562, 0.114233744427, 0.15937084666, 0.0955869079977, 0.0510240030245, 0.163369914475																														Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR093C	Excluded	false	0, 0.0521376233352, -0.120341278888, -0.221774599268, -0.17335186215, -0.177147508547, -0.284668885014, -0.347086782864, -0.289562723093, -0.446718146579, -0.444419406216, -0.585842813219, -0.621088916504, -0.518577049882																															0	0	0	0	0	0	0	0	0	0	0	0	Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR095C	Excluded	false	0, 0.0687395906723, -0.053853072353, 0.0270124650626, 0.347325491634, 0.140778655783, 0.126972856258, 0.0884130097267, 0.148088082645, 0.147436958817, 0.112499976201, 0.220825215798, 0.0220481651802, 0.268793675122																																											Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR096W	SigPrize	false	0, -0.0924478399732, -0.114472489814, -0.090034933242, -0.127226388906, -0.211297586791, -0.437818643528, -0.2864977304, -0.312509255504, -0.365927217846, -0.472829550332, -0.390434132138, -0.479431917777, -0.488187900516											0, -0.0243551410753, 0.0156402903769, 0.224040274218, 0.159629185821, 0.170053235302, -0.126171056078, -0.198559869895, 0.230940776124, 0.194591402774, 0.161049224901, -0.0200917292006, -0.0451039195625, 0.332965662586	0, -0.0376064522707, -0.0156221024351, -0.0675154582766, -0.0695578538497, -0.0675608134465, 0.00848688896549, -0.062550140527, -0.0305750264904, -0.072361396547, -0.0576919438438, -0.0210136679306, -0.0313709880559, -0.0337024380514	0, 0.0659858294986, 0.0897693086335, 0.140909506542, 0.137241191712, 0.0976107966264, 0.0738202332917, 0.128425389029, 0.179638434938, 0.228603231948, 0.26939227894, 0.215119424517, 0.216858359775, 0.134746655368	0, -0.00447930113626, -0.0801489145169, 0.0443241688122, 0.117163075466, -0.0451039195625, -0.0325657544104, -0.0707543759173, 0.0167815502334, -0.0165849690165, -0.0851752791153, -0.0682261864738, 0.0886843715334, 0.0380146901867	0, 0.0506061736908, 0.00733904600816, -0.0406304429832, -0.0524610079304, -0.0711180729107, -0.134382025655, -0.1282982629, -0.0702544422109, -0.152355795343, -0.139919173809, -0.110775689475, -0.0362003815575, -0.232599443554	0, 0.0289934118795, -0.0107592444285, 0.193204013984, 0.013497991749, 0.0790196330348, -0.0124026288595, 0.0106366361087, 0.0120680233091, -0.00064935888511, 0.0382956981815, -0.00982930772039, 0.0387171075729, 0.0187765851792	0, -0.0181473467103, -0.0304866134181, -0.0117043253411, -0.0396365703725, -0.0271603272408, -0.0197114182274, -0.00285936789025, 0.0116387562469, 0.00230646738317, 0.11089772333, 0.0010095332332, 0.0251705757349, 0.0221902396341	0, -0.0475769669445, -0.115472408444, 0.106080260225, 0.00374613923289, 0.0626743627634, 0.0451633516032, -0.0677573689946, 0.0136409106694, -0.0856344826504, -0.172896404369, 0.00403390128449, -0.049143435523, -0.0654155640795	0, -0.0485614057687, -0.101381442436, -0.101381442436, -0.044464001592, -0.0324772192594, 0.00489684321485, 0.00259451670845, 0.0133550586691, 0.0679140140885, 0.0337929888493, 0.0684644509669, 0.0919367382106, 0.155490197748												0	0	0	0	-1	0	0	0	-1	0	-1	-1	T25	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR102C	Excluded	false	0, 0.0432044985652, 0.395720913286, 0.425459304765, 0.631430278309, 0.32538641466, 0.325271270796, 0.191562650701, 0.149909667535, 0.274649310165, 0.266276823322, 0.423201649708, 0.444242994222, 0.468635445967																																											Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR106C	Excluded	false												0, -0.121910329736, 0.0455827600196, -0.252088469819, 0.0123541304079, -0.0736665223239, 0.0167815502334, -0.139648963037, -0.319009591418, 0.124592825406, 0.0210532520541, 0.0163536835778, -0.0359045412085, -0.0440325892162	0, -0.0883774390763, -0.195516836377, -0.0682261864738, -0.10039123925, -0.081842782943, -0.0664726827139, -0.166810341354, -0.0589688313771, -0.0183957307814, -0.193486208205, -0.169290355236, -0.173319324682, -0.0968382960197	0, 0.0447438212244, -0.106358209214, -0.0118934158388, -0.0238416925306, -0.221454974197, -0.0782894765529, -0.027292643446, -0.0277631993702, -0.0173294426785, -0.0173294426785, 0.0238940426557, 0.123003954055, 0.0999011100079	0, 0.115033242946, -0.0129556922868, -0.0537182977216, -0.0537182977216, -0.0537182977216, 0.113567157047, -0.0559961825212, 0.00733904600816, -0.0455952119743, 0.0597705810903, 0.0909888884148, 0.00633393372205, 0.00633393372205																													Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR113W	SigPrize	true	0, 0.157949153784, 0.100304905796, 1.41158894652, 1.93783399667, 2.50751558648, 2.59879394793, 2.82922039952, 2.8742854905, 2.82091416651, 2.75710861055, 2.71160503184, 2.45177818562, 2.46268057909	0, -0.0126209180432, -0.0126209180432, 0.721066368731, 1.00086535744, 1.00086535744, 1.45370193741, 1.52290945946, 1.42470714556, 1.35168485993, 1.34050530067, 1.2150572809, 1.08093048767, 1.11922335665																														0	1	1	1	1	1	1	0	0	0	0	0	T10	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR114C	Excluded	false	0, -0.0977797461079, -0.24260118947, -0.143468397503, -0.00559406131223, -0.139521822537, -0.147010399648, -0.482996491529, -0.318307869603, 0.404358194833, -0.304291191838, -0.304291191838, -0.304291191838, -0.304291191838											0, 0.215492229991, 0.182310918026, 0.238786859587, 0.0727232310216, 0.0966666685802, 0.0772429989325, 0.0768326955574, 0.147567207095, 0.0323830053117, 0.0850166734887, 0.0918013692177, 0.0272956240509, 0.0152120850685	0, -0.0170520448425, -0.0689826648674, -0.0681203111451, 0.0214797274105, -0.0644949918838, 0.10540989404, 0.148869043531, 0.0978804340519, 0.0292761823706, -0.0784265663593, 0.138552375153, -0.0117043253411, 0.298892881054																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR116W	Excluded	false												0, 0.0221902396341, 0.156267163052, 0.0990931792191, 0.0677763720485, 0.167614840755, 0.0221902396341, 0.100304905796, 0.106348319505, 0.114233744427, 0.0409625477785, 0.067225672532, -0.00568096192711, -0.131850592477	0, -0.176723464692, 0.00518437585972, -0.0324329537213, -0.0818580520616, 0.085832523675, 0.00762609237618, 0.00504061670053, -0.129954928265, 0.100977647725, 0.162081103382, -0.0544072781533, 0.0302654428577, 0.148608770205																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YLR130C	Excluded	false												0, 0.206143069691, -0.035327826958, 0.0243196791954, 0.0167815502334, -0.0173732472129, -0.0920941044264, 0.0861043712433, -0.0403188569971, -0.074592967327, 0.176578094301, 0.10648233047, 0.0912597661927, 0.00273851980693																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
